Bankrupt?, ROA(C) before interest and depreciation before interest, Operating Profit Rate, Non-industry income and expenditure/revenue, Cash flow rate, Net Value Per Share (B), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Realized Sales Gross Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Debt ratio %, Inventory and accounts receivable/Net value, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Current Assets/Total Assets, Cash/Total Assets, Inventory/Working Capital, Working Capital/Equity, Total income/Total expense, Total expense/Assets, Working capitcal Turnover Rate, Equity to Long-term Liability, Cash Flow to Liability, Current Liability to Current Assets, No-credit Interval, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Equity to Liability
0,-0.9056946867853403,-0.676807424582832,-0.007300515142759342,-0.26899024560003704,-0.283069744172598,-0.8188231493111394,-1.0581453148787234,-0.15567850450025303,-0.008263840924184206,-0.09435538822378108,-0.1588706683289737,0.13524383704009924,-0.38846685301641887,0.16555080693527374,-0.013145180307517044,-0.3988027403255592,-1.2103103289126595,-0.19701227947678313,0.03191493364617588,-0.2538842455053552,-1.0889240723030869,-0.4804554173878888,-0.010546981842017107,0.379811972087571,0.10180006449904615,0.23383314166915545,-0.022929193774357648,-0.10169899026731011,-0.04235793176483137,-0.19982905027258444
0,0.39592222809491384,0.14769470635043938,-0.00022946313865094742,-0.14733295835593863,0.5428690381882976,0.3634032578753095,0.5265678844395404,-0.019704305172064382,0.012520301270195497,0.010041670309327438,0.06422644525215195,0.13636678031050004,0.2986951298680275,0.5793573882975951,-0.013138590535085674,0.01638997255707499,0.43577646754436866,-0.27600742312879684,0.0005957065731635555,0.1427229153183692,0.31799820612933294,-0.3597220612857897,-0.007191040441929347,-0.228632981458597,0.013907033808712128,-0.04122910285403856,0.04198850737391095,-0.09502931092888948,-0.03593099619848873,-0.2012530538652981
0,1.0864319471752677,0.8222478071898787,0.003009011020202821,0.3215695611066988,0.6297053525715075,0.8898619367119671,0.9582992691632158,-8.835824445080869e-05,0.012777333826263662,0.07239754640839248,0.3657456334703942,0.10141297996592921,-0.03494763406239246,0.09984109131424858,-0.013142825687353577,0.20679582993219264,0.08486846814867306,0.6822087895034349,-0.011484784288696943,0.23439890993537033,0.8692026131477473,-0.3741025593567434,-0.003978525547377135,0.608820684058591,0.3000285682063156,-0.6239585958583276,0.17686056492187652,-0.08701927683550961,-0.028392538790802804,-0.1630056101501902
0,-0.3716966851267736,0.013900939315464978,-0.005424864402080156,-0.8980078558820911,-0.2618363050420207,0.09164151759421518,0.2561138526714917,-0.007168475579588371,0.05691210467272235,0.029289706850275727,-3.9149769358010227,1.7861151128533566,2.9911081266626716,0.8778631058689653,-0.013094072079481114,0.34741647039154244,1.5545315234819983,-0.5439649952212263,0.14368321503372186,0.7993257916778994,0.15775775046077914,-1.1946573725833944,-0.004043157028005798,1.0712844456770734,-0.0291381527502547,0.49960113228723024,-0.27303528266860494,0.03960219492100279,0.06952576690324531,-1.620011321278209
0,0.07008544399714725,-0.1358717525256277,-0.009552009510281465,-0.29704889941767115,0.35901877104478486,0.32414019387008886,0.48728706708660807,-0.08705213116081709,0.00888088547724569,-0.08732696836886929,-0.29437501602208366,0.3703079772488329,-0.2291572543568923,1.3420979700523819,-0.013058577617679078,0.34200420268399057,0.4510369867134939,1.3577673807810937,-0.02021767542682449,0.022458814251278474,-0.4057805438782832,0.7038199257610043,-0.010609756378869122,-0.5133694990712685,-0.2501309795511546,0.32922047499169343,0.02049630558395329,-0.054067663108571966,0.0006986095000007612,-0.44768749195104135
0,0.663941071254134,-0.2331458580617065,0.028219781091515305,-0.39496966325254085,1.7147761997586324,1.6609414460701666,0.10935410191334975,0.23257213866533488,0.018554576027620666,0.11741116008400425,-0.404573454662788,0.7475705019601996,-0.07136428303639791,0.8430620170883178,-0.012982185803943473,0.4052473538704634,0.1447586748979178,-0.7322447165032869,-0.02674557131451668,0.020153455706768693,1.8224789148901017,-1.4186983609703676,-0.00847151543322469,0.6123075202110536,-0.06355033390706848,0.3574189353790154,0.08836419570816324,-0.06361744818126289,-0.007430074495033189,-0.8157800255932012
0,-0.6690469758849361,-0.38984582235916587,-0.001220055217870355,-0.31281826980258864,-0.2503188885607649,-0.3885732928811761,-0.5532321077338503,0.11340608338151889,0.014084158853782157,-0.0023182194315624666,-0.05636762260519488,1.2627861918951557,0.9734468737271252,-0.9220497233066861,-0.01310086867733319,-0.2600890890561979,0.8401105245982546,-0.7343164343794185,0.09434898183797409,0.202467014691666,-0.40623264872853354,-2.012574768591953,0.002900831215237685,-0.10786529044841693,-0.17015084305842376,0.5117633520950691,-1.3718692400022436,1.1331773621001546,0.35686451087597615,-1.2516903708147677
0,-0.48661661018502567,0.04559700417683538,-0.021653044953308637,-0.014879252848769448,-0.4645393557309853,-0.392444272240534,-0.2486137877352752,-0.07589326504681213,0.005181731763753268,-0.07644133745064723,0.3049584557584981,0.12568656836521044,-0.2803758671002941,-0.7888150422495437,-0.013155820720089481,-0.21038200120787753,-1.0076626720956592,-1.1690518413637503,0.18807927332419358,-0.41943372927683736,-0.4497484633795239,-0.1385868127569694,-0.011948098599059829,-0.07360270251903123,-0.13042776087249203,0.9659319062994041,-0.0314688734321678,4.715279486595879,0.4846356722913475,-0.18924326883997544
0,0.1321040550176477,0.7632890530039927,-0.002050036995337291,0.35006452096259527,0.8232838966681271,0.22171015826730647,0.3219208655992829,-0.04216141751728787,0.01049334493247508,0.007531373123812174,0.5441162572091766,-0.44246784993870336,-0.41242758557288317,-1.0256179709570423,-0.013150004131893116,0.020479795261763262,-0.8961451028494183,-0.7731993528562212,0.01379587155189594,-0.2663029582633127,0.528449951758307,-1.0404387439246392,-0.007415480957667071,-0.12613066494177716,-0.08091031281144924,0.3687826766979971,0.046673849710475966,-0.07113085038928835,-0.013994418228538993,0.44429244230042136
0,0.275105818248866,0.25155289633368916,-0.0017287557962981338,0.9489945177461303,1.2783763486530262,0.3813297686985063,0.4028889912668227,-0.061061790275592796,0.01014433438125427,-5.304806560512645e-06,0.8501505052629612,-1.378655528199594,-0.43491022081105873,-0.39302276282355375,-0.013134584461749173,0.12081193930507605,1.5468390050763996,1.6160978637207704,-0.019990755610799153,0.6564465688037908,-0.06142728393977644,0.9238159629241404,0.006074623305561307,-0.5133694990712685,0.14864733579862957,-1.6314043023523168,0.053315373598346066,-0.10013524621187489,-0.04083858008376573,1.4412637595728959
